lafz	aeraab	qism	maani_en
جدا از		prep	besides, apart from, in addition to
اعزام		noun	dispatch, dispatching (to a far place)
یافت شدن		verb	to be found
فراگرفتن		verb	to take
غنی‌سازی		noun	enrichment
متناسب		adj	proportional, proportionate
منفعل		adj	ashamed
توحش		noun	wildness, savagery, barbarism
کردگار		noun	God, the Creator
مردمی		noun	humaneness, courtesy; quality of being a good person
مطرب		noun	minstrel
سر و برگ		noun	equipment, apparatus, means (of doing something)
ماهین		adj	month, moon
پراته		noun	paratha
لوطی		noun	the people of Lot or Sodom
متجاوز		noun	rapist
قیل و قال		noun	brawl, dispute, commotion, tumult
تقلب کردن		noun	to cheat
متخاصم		adj	antagonistic, in conflict, hostile
قبیل		noun	kind, sort, type
دستخوش		adj	subject to (especially something negative); victim (of)
متمادی		adj	prolonged, of long duration
خط فقر		noun	poverty line
تجلیل		noun	praise, glorification, honoring
مبرم		adj	urgent, pressing
قواره		noun	cut piece of cloth
مؤثری		noun	nominalization of مؤثر (mu'assir /mo'asser, “effective”): effectiveness
پاستوریزه		adj	pasteurized
کتیرا		noun	gum tragacanth
باتأنی		adj	deliberate, leisurely, stately
شکفتن		noun	to open, to bloom, to blossom, to flourish
عاطفی		adj	emotional, sentimental
انفرادی		adj	solitary
اعتصاب غذا		noun	hunger strike
کسنی	کَسنی	noun	hing (oleo-gum-resin of Ferula spp.)
توانگر		adj	rich
بینایی		noun	eyesight, vision
مناظره		noun	debate, disputation; discussion
چیره		adj	prevailing, victorious
مقتضیات		noun	exigencies, requirements, circumstances
پشته		noun	mound
هوس کردن		verb	to crave
شیاد		noun	fraud, imposter
مصا		noun	matzah
لباده		noun	cape
مفروض		adj	assumed, supposed
مطابق		adj	in accordance (with), conforming
آسفالت		noun	asphalt, a sticky and highly viscous liquid or semisolid composed almost entirely of bitumen
مبتنی		adj	based (on something)
سلسله مراتب		noun	hierarchy
بسنده کردن		verb	to be satisfied
شیوع		noun	prevalence
افتتاحیه		noun	opening ceremony
شاخص		noun	index, standard
تف کردن		verb	to spit
آنزیم		noun	enzyme
عمدی		adj	intentional, deliberate
آموسنی		noun	cowife
اوتیسم		noun	autism
وادار کردن		verb	to oblige, to persuade, to make (someone do something)
رفو		noun	finedrawing, darning
مگ		noun	Arakanese
فعلی		adj	current
درو		noun	harvest, reaping
نمایشگاه		noun	fair, exhibition, gallery (both the place and event)
مصرفی		adj	consumer, relating to consumption
گاوسار		noun	mace adorned with the head of an ox
رویانیدن		verb	to cause to grow, to bring forth
موزون		adj	rhythmical, cadenced
نباتی		adj	relating to vegetables or plants
پایندگی		noun	firmness, permanence, stability, durability
فاتحه		noun	beginning, exordium, introduction
کاهل		adj	indolent, lazy
امساک		noun	parsimony, stinginess
کاواک		noun	cavity
سکایی	سَکایی	adj	Scythian
سرای سپنج		noun	the fleeting world
جهاندار		noun	"possessor of the world": a laudatory title of kings.
تحکم		noun	domineering, highhandedness
دد		noun	wild animal; wild beast
قدسی		adj	celestial, heavenly
سرافراز		adj	proud, triumphant
در صورتی که		conj	if, in the case that; introduces a hypothetical.
محسوب شدن		verb	to be considered; to be counted as
لاینفک		adj	integral
استحکامات		noun	fortification (especially one that fully encircles the defended position)
منفجر		adj	exploding, detonating, blowing up
مصلا		noun	musalla; place for public prayer, especially a field outside the building of the mosque
طاجین		noun	tajine
بیداری		noun	wakefulness, vigilance, watch
فرنه		noun	malediction, execration
فره		adj	much, many, fele, abundant
فلاته		noun	A sweetmeat manufactured from molasses into which milk and nuts are cooked
دخالت		noun	interference, intervention
نمادین		adj	symbolic
نسبت به		prep	relating to; with regards to
افترا		noun	calumny, aspersion, slander
سرگین		noun	dung, manure
بیطار		noun	veterinarian, vet, a doctor who is specialized in treating and curing animals
خلاص شدن		verb	to be released, to be delivered, to be rescued
فلامینگو		noun	flamingo
پلیکان		noun	pelican
دلتنگی		noun	longing, missing (a person, a place)
مشاطه		noun	lady's maid
علوم خفیه		noun	the occult; the occult sciences
مقبره		noun	graveyard, cemetery
رفتار كردن		verb	to behave (in a certain way)
از طریق		prep	via, through, by means of
زهکشی		noun	water drainage
نمایشگر		noun	computer monitor
ناشناس		adj	unknown, unidentified
مخموری		noun	languor from alcohol; intoxication
کلگی		noun	headstall, headgear
تسلیت		noun	condolence; consolation
اهمال		noun	negligence
تذهیب		noun	gilding; (of manuscripts) illumination
جذب کردن		verb	to attract
همچون		prep	such, as
همچو		prep	such, as
بیگ‌زاده		noun	offspring of a beg
پالوانه		noun	swift, apodid
روایت کردن		verb	to narrate; to tell; to relate
گرافیست		noun	graphic artist
طنز		noun	satire (genre)
تصویرگر		noun	illustrator
خاصیت		noun	property, feature, nature
مسگر		noun	coppersmith
منزلت		noun	degree, rank
عاطر		adj	fragrant, aromatic
حسینیه		noun	husayniyya
بدرقه		noun	escort, company (sending someone off on the road)
تکیه‌خانه		noun	synonym of تکیه (takye)
جاودانه		adv	eternally, forever
حماسی		adj	epic
راحتی		noun	comfort, comfortableness, repose, ease
کم نظیر		adj	unprecedented, incomparable
در نظر گرفتن		verb	to take into account; to bear in mind
عشوه		noun	coquetry, flirting
توییت کردن		verb	To post an update to Twitter, to tweet
برزگری	بَرْزْگَری	noun	agriculture; farming
برزگر		noun	farmer
مشام		noun	sense of smell
گرداننده		noun	circulator
کارکرد		noun	function, role, effectiveness
عملکرد		noun	function, role
همکاری		noun	cooperation, collaboration
متوقف		adj	halted, paused, stopped
کیش‌مات		noun	checkmate
نمایشی		adj	dramatic (relating to drama or theater)
اسکن		noun	scan
ارزیابی		noun	evaluation
سخنران		noun	orator
منتقل		adj	transferred (e.g. to a different place)
اجبار		noun	compulsion, force
با خیال راحت		adv	safely, undisturbed, untroubled
تحسین		noun	admiration, applause, praise
جنایت جنگی		noun	war crime
مواجه		adj	encountering, facing, confronting
خاطرنشان		adj	fixed in the mind or memory
کوچیدن		verb	to migrate, to move
کوچ کردن		verb	to move, to migrate
کیس		noun	crease, wrinkle, fold
شکنجه‌گر		noun	torturer, tormentor
کارآمد		adj	efficient, effective, skilled
تنگنا		noun	tight place; defile, gorge, bottleneck
خانگاه		noun	older form of خانقاه (xānaqāh)
کمین		noun	ambush
به سرای باقی شتافتن		verb	to pass away
گرد کردن		verb	to gather together, to bring together
تهیه‌کننده		noun	film producer
فیلمبردار		noun	cameraperson, cinematographer, videographer
آپارات		noun	movie projector
وانت		noun	pickup truck
خلنگ	خَلَنْگ	adj	bi-coloured, piebald
دمدمه		noun	clamor, noise, disturbance
تلبیس		noun	fraud, imposture
ظرفیت		noun	capacity
مثابه		noun	position, place
کریپتو		noun	crypto; cryptocurrency
اشاره کردن		verb	to point (with a finger)
تراژدی		noun	tragedy
اپوزیسیون		noun	opposition
نحوه		noun	manner, method
اطرافی		adj	outlying, on the outskirts of
ابرقدرت		noun	superpower
گرانبها		adj	valuable, precious
برائت		noun	exemption, freedom (from)
دست و پا کردن		verb	to sort out, to arrange, to get done
دست و پا زدن		verb	to struggle, to make every effort
تخمین زدن		verb	to estimate, to assess, to guess
منقلب		adj	capsized, reversed
حائز		adj	owning, possessing
منفجر کردن		verb	to explode, to cause to explode
نافرمانی		noun	disobedience, insubordination
ضرب و شتم		noun	battery (physical abuse)
عضویت		noun	membership
غلبه		noun	victory, triumph
شیون		noun	lament, lamentation, wail
از سر گرفتن		verb	to resume, to start again
یادآور شدن		verb	to remind (of)
طریق		noun	road, way, passage
خلاص کردن		verb	to finish, to complete
حومه		noun	suburb
محموله		noun	shipment, cargo
خشکی		noun	dryness, aridity
وون		noun	won (Korean currency)
بس کردن		verb	to stop, to desist
قرار شدن		verb	to be agreed
به جا آوردن		verb	to perform, to carry out
سر و کار داشتن		verb	to deal
جنجال		noun	tumult, commotion, brawl
سپری کردن		verb	to finish, to complete
نیمه		adj	half
لایق		adj	worthy, fit, deserving
ناگزیر		adj	helpless
تانتال		noun	tantalum
ترمیم		noun	emendation, correction, repair
تکنوکرات		noun	technocrat
پرسه‌زنی		noun	roaming, wandering about
متحول کردن		verb	to transform
ناراضی		adj	unhappy, disgruntled, dissatisfied
حکمرانی		noun	dominion, rule, sway
بهبود بخشیدن		verb	to improve
منازعه		noun	conflict, dispute
منتفی		adj	ruled out, rejected
مجان		adj	gratuitous
جوانمرد		adj	brave, generous, manly
جوانمردی		noun	generosity
بابزن		noun	spit, skewer (for grilling meat)
بارگی		noun	excellent horse
مستغرق		adj	drowned
سانحه		noun	accident, unexpected event
مغفرت		noun	forgiveness
تشییع		noun	escorting a funeral procession
مرگ و میر		noun	mortality (number of deaths as a rate)
صراحت		noun	clearness, explicitness, definiteness
سرپیچی		noun	disobedience, refractoriness
نبود		verb	Used other than figuratively or idiomatically: see ن, بود: he/she/it was not, there was no
ضدونقیض		adj	contradictory
متحصن		adj	participating in a sit-in protest
دستگیر		adj	arrested, under arrest
دست زدن		verb	to touch
سوق دادن		verb	to lead, to impel, to drive
فرو نشاندن		verb	to quell, to quench, to suppress
پردازش		noun	processing
موهبت		noun	boon, gift, blessing
متوقف شدن		verb	to be stopped; to stop
با این حال		adv	nevertheless, but, however, nonetheless
جویینه		noun	swan
چتنی		noun	chutney (spicy condiment)
ظالمانه		adj	cruel, tyrannical, oppressive; (adverbially) cruelly, tyrannically, oppressively
اغراق		noun	exaggeration
ملموس		adj	tangible
گزنده		adj	biting (of an animal)
تاریخ انقضا		noun	expiration date
تاریخ مصرف		noun	expiration date
نشانه رفتن		verb	to aim at; to take aim at
ردیابی		noun	tracing, detection
تضعیف		noun	weakening
فیلمساز		noun	filmmaker
همتا		noun	peer, match, equal
تسهیل		noun	facilitation
منتقل شدن		verb	to be transferred; to be transported; to be moved
کریدور		noun	corridor
قفلی		noun	mould
تهیه کردن		verb	to prepare, to make ready
سنگر		noun	trench, dugout
نماز دیگر		noun	ʿaṣr prayer (the Islamic afternoon prayer)
به دست آمدن		verb	to be obtained, to be achieved
چای صبح		noun	breakfast (first meal of the day)
لاجرم		adv	necessarily, of necessity
بررسی کردن		verb	to investigate, to check
شکوفا		adj	blossoming, in blossom
پرینت گرفتن		verb	to print, to print out
پرینت		noun	printing
لپ‌تاپ		noun	laptop
ارائه دادن		verb	to present, to show
ناشناخت		adj	unknown, unidentified
اعمال کردن		verb	to use, to exert, to apply
روزه گرفتن		verb	to fast
ارسال کردن		verb	to send, to dispatch
مقایسه کردن		verb	to compare
خواهان		adj	wanting, desirous
خاوران		noun	synonym of خاور (xâvar)
فتان		adj	fascinating, charming, seductive, tempting
ذکر کردن		verb	to mention, to indicate
شرمسار		adj	ashamed
بجای		adj	in lieu
جامدانی		noun	jamdani
مالکانه		adj	possessory
غالیچه		noun	a small carpet
نوحه		noun	mourning, lamentation, wailing
برباد دادن		verb	to dissipate, to squander, to waste away
اعجوبه	اُعْجُوبَة	noun	miracle, wonder
فریادرس		noun	someone who comes to another's relief; redeemer, reliever, savior
عسس		noun	night watch, nocturnal patrol, nocturnal police
خلوتگاه		noun	private place, place of retirement, retired place
شامورتی		noun	cheat, scoundrel, swindler
سوئیت		noun	suite
دری‌زبان		adj	Dari-speaking
غین		noun	the letter غ
گاف		noun	The name of the letter: گ
بقه		noun	breeding bull, sire bull
خبیث		adj	impure, wicked, perverse
مولوی		adj	judicial
فوجدار		noun	an officer or the police in Hindustan, and chief magistrate of a chaklah
پس آمدن		verb	to return, to come back
افسانه‌ای		adj	legendary
دگرگون کردن		verb	to change, to transform, to alter
بندگی کردن		verb	to serve, to worship
حمل کردن		verb	to transport, to carry
تراوش		noun	oozing, leaking, exuding
خانه‌خدا		noun	master of the house, householder; pater familias
ثلاثه		num	three
خیل		noun	horsemen, squadron of cavalry; (by extension) army (in general)
موی‌لب		noun	moustache
عائد به		prep	این همایش یک روز دوام میکند، و در جریان آن، بحث و بررسیها عائد به فضای اطلاعاتی برگزار میشود.
in hamâyeš yek ruz davâm m
بدرنگ		adj	Used other than figuratively or idiomatically: بد (bad, “bad”) + رنگ (rang, “color”).
فرق داشتن		verb	to differ, to be different
عاریت		noun	something borrowed or lent; loan
ساغر		noun	wine cup; wine goblet
قبا کردن		verb	to tear or rip open a shirt (out of love-ecstasy)
پیرانه سر		noun	old age
عده		noun	number (of people)
ریزش		noun	pouring down, overflow, spilling
بودباش		noun	residence, dwelling, habitation
الحاح		noun	importunity, soliciting
محوطه		noun	enclosure, enclosed space
تهیدست		adj	poor, indigent
زهی		intj	bravo! well done!
تماشاخانه		noun	playhouse, theater, stage
کاکو		noun	Shiraz and Kerman form of کاکا (kâkâ)
الغیاث		intj	help!
پیر مغان		noun	innkeeper; in particular, a stock figure in poetry who runs the tavern, possesses eccentric wisdom, and initiates the po
مساعدت		noun	assistance, aid
پیشکار		noun	steward, majordomo
گوارا		adj	easily digested; (loosely) delicious, tasty
ستاد		noun	headquarters
اذعان		noun	acknowledgement, admission
با وجود	بَا وُجُودِ	prep	in spite of
اکمال		noun	completion, perfection
استکمال		noun	perfecting
آتشی		adj	red, dark red
محک		noun	touchstone
ابوالهول		noun	sphinx
اربعه		adj	fourfold, quadruple
صبیه		noun	daughter
صبی		noun	boy, lad, youth
صمیم		noun	pith, interior, core
حسرت کشیدن		verb	to yearn for someone or something
پارسی بان		noun	A Persian speaker (from Afghanistan, i.e. A Dari speaker)
پارسل		noun	package, parcel
پاک دل		noun	sincere
حکیم‌جی		noun	herbalist, medicine man
لمعه		noun	flash of light
عریان		adj	naked, nude
خزعبل		noun	nonsense, absurd
مرسل		adj	dispatched, sent; (Islam) especially of prophets
سیاهی لشکر		noun	extra, background actor
صاحبقران		noun	"Master of the Conjunction": a laudatory royal title, especially associated with the fourteenth-century warlord Timur.
ترکتاز		noun	plundering expedition, chevauchee
آبدار		adj	juicy, succulent
پامادور		noun	tomato
ساداوران		noun	Persian walnut (Juglans regia)
احتضار		noun	being on death's doorstep
نقش و نگار		noun	ornamentation; decorations and adornment; paintings and images
پرند		noun	damask silk
طاقت داشتن		verb	to stand, put up with, tolerate
جریده		noun	newspaper
طناز		adj	coquettish, playful
خرت و پرت		noun	trinkets, baubles, frippery
مبهوت		adj	astonished, confused, confounded
سرگشته		adj	confused, befuddled
دلفگار		adj	sick at heart, melancholy
گلبن		noun	rosebush
برآمدن		verb	to come up, to come from downwards
آته		noun	Hazaragi form of اتا (atā, “father”)
زریون		noun	gold-colored
میدانی		adj	relating to a square or plaza
یاد کردن		verb	to remember, to commemorate
دهقانی		noun	agriculture, tillage
ژئوپلیتیکی		adj	geopolitical
دریغ		noun	refusal to give, withholding, denial
مولایی		noun	lordship
خوی کردن		verb	to sweat
فارغ البال		adj	at ease, tranquil, relaxed
پراپر		adj	filled to the brim
کونین		noun	the two kinds of existence: the material world and the spiritual world
تسکین		noun	soothing, alleviation, appeasing, calming down, comfort
عادت کردن		verb	to get used (to)
پیف		intj	ew, ugh, yuck, pew
میکده		noun	pub, tavern
نام بردن		verb	to name; to mention or say (someone or something's) name
نافذ		adj	penetrating, passing through
مسلط شدن		verb	to rule, to govern
مسلط کردن		verb	to set up (someone) to rule; to cause to dominate
سحر حلال		noun	poetic genius; poetry
نازپرورده		adj	sheltered; brought up delicately; spoiled
جمعیت خاطر		noun	peace of mind, composure
ایثار		noun	generosity, selflessness, altruism
جحیم		noun	Hell
زمینه		noun	background (e.g. of a picture)
ماه پاره		noun	piece of the moon; shard of the moon
آب زدن		verb	to sprinkle with water; to moisten
الی		prep	to, up to
مسخر		adj	conquered, subjugated
نگار کردن		verb	to paint
چاینک		noun	teapot (a vessel for brewing and serving tea, typically with a handle and spout)
چای‌بر		noun	a large multi-litter or gallon sized container for tea.
چای‌جوش		noun	teakettle (kettle mainly used mainly for tea)
کامل العیار		adj	sterling, of a high grade of purity
کجک		noun	elephant goad, ankus
سیه بهار		noun	lush, verdant spring
کیمخت		noun	chamois, shagreen
زانو زدن		verb	to kneel, to kneel down
سبو		noun	pitcher, jar, pot
هیربد		noun	herbad, lowest-ranking Zoroastrian priest
دوستدار		noun	lover, loving friend
جاوی		adj	Jawi (relating to the Arabic script used for Malay and some other Austronesian languages)
گلناری		adj	vivid red, bright red; red like the pomegranate flower
قرین		adj	connected, joined, coupled
سنجاق قفلی		noun	safety pin
اسکلت		noun	skeleton
ابهت		noun	magnificence, grandeur, imposing presence
چپه شدن		verb	to fall, to sink (be moved downwards)
خرج کردن		verb	to spend (e.g. money)
همبستر		noun	sexual partner
اعشاریه		noun	point (decimal point)
خون خوردن		verb	to suffer, to anguish
مسلمانی		noun	Islam
شحنه		noun	military governor of a town
تیپ		noun	style, appearance, outfit
افتاده		noun	humbled person, oppressed person
قانع		adj	convincing, persuasive
مهجور		adj	deserted, abandoned, forsaken
راه دادن		noun	to give way, to allow someone to pass or enter
کمونیزم		noun	communism
مقیاس		noun	scale (i.e. on a map)
تغییر اقلیم		noun	climate change
متمایل		adj	with an incline; inclined
شهره		adj	famed, renowned
خواری		noun	abjectness, contempt, baseness, abasement
خون کردن		verb	to kill; to murder
پوشاندن		verb	to clothe, to dress
برچیدن		verb	to remove, to dismantle, to uproot
اوریگامی		noun	origami
سکس واژینال		noun	vaginal sex
عقاب فیلیپینی		noun	Philippine eagle
فیلیپینی		adj	Philippine, Filipino
فرزانگی		noun	wisdom
تکلم		noun	speaking, speech, conversation
ژنی		noun	genius (extraordinary mental capacity)
دیده		noun	eye
تقریب		noun	approximation
رقعه		noun	patch (for mending cloth)
شنگرف		noun	cinnabar, vermilion
چلیپا		noun	cross, crucifix
گسیل		noun	dispatching, sending away
مایان		pron	synonym of ماها (mâhâ)
ماها		pron	us, (only) us; usually excluding the listener, or including only a subset of some larger group.
سرایت		noun	transmission, contagion, infection (of a disease)
ارتیشدار		noun	warrior
ملکوت		noun	kingdom, dominion, reign
زغیر		noun	flax (Linum usitatissimum)
عکس العمل		noun	reaction
خلوص		noun	purity
الکی		adj	arbitrary, pointless, without reason
باروری		noun	fertility (a female's ability to have offspring, or actual number of production)
معضل		adj	problematic
الزامی		adj	mandatory, compulsory, obligatory
ناکجا		noun	nowhere
ناکجاآباد		noun	middle of nowhere
ساده‌انگاری		noun	considering simplistically; oversimplification
تطبیق		noun	adaptation, conformation, accommodation
تکدی		noun	begging, mendacity
پشیمان شدن		verb	to regret
تحت‌الشعاع		adj	overshadowed, eclipsed
کاوش		noun	excavation, dig
مقرون به صرفه		adj	affordable (of prices)
کلافه		adj	stuffy, boiling hot, oppressively hot
آب و هوایی		adj	climatic; related to the climate
مخترع		noun	inventor
مشرق زمین		noun	the East, the Orient
اعیان		noun	the aristocracy, the nobility
یکپارچه		adj	solid, concrete, structurally sound
فیمابین		prep	in between
طرفین		noun	the two parties (relating to a dispute, a case, a treaty, a negotiation, etc.)
گودال		noun	pit, hollow, depression
پاسبانی		noun	watching over, guarding
خرام		noun	elegant gait
قویا	قویاً	adv	strongly
قضیه		noun	case, matter, issue, affair
شیرجه		noun	diving, plunging (into water; also metaphorical)
سوگواری		noun	mourning
سوگواری کردن		verb	to mourn
نفی		noun	negation
حقانیت		noun	righteousness, legitimacy (of one's actions)
اجمال		noun	abridgment, synopsis, summary
کندوکاو		noun	inquiry, search
جا زدن		verb	to fake, to pass off as, to pretend to be something else
مزیت		noun	good point, benefit
سبعه		num	seven; synonym of هفت (haft)
پی‌جو		noun	searcher, seeker, inquirer, checker
فلاکت		noun	adversity, adverse fortune
عقده		noun	complex, knot
وردنه		noun	rolling pin
پریخوان		noun	exorcist
سوزنک		noun	gonorrhoea
پتنوس		noun	salver, tray, platter
فرق کردن		verb	to be different
ریاکار		adj	hypocritical
کجایی		adj	from where?
بی خیال		adj	unconcerned, nonchalant
نوک پستان		noun	nipple
جفت شدن		verb	to have sex
تن کردن		verb	to wear, to put on (clothes)
پارتنر		noun	significant other; (romantic or sexual) partner
گرل فرند		noun	girlfriend
ادکلن		noun	cologne, (man's) perfume
روبان		noun	ribbon
شوکه		adj	shocked
حسابی		adj	arithmetic; relating to arithmetic
حین		noun	time, moment
محکم		adj	tight, firm, fast
سفالین		adj	earthen (especially of earthenware)
نه پس		intj	no; really (indicating that what another person has said was obvious and unnecessary)
نیابتی		adj	proxy
فوگ		noun	fugue
استدلال کردن		verb	to argue (that)
عقب‌نشینی		noun	retreat
نصوح		adj	sincere, truthful
وثوق		noun	reliability, confidence, trust
آهنگ کردن		verb	to intend (to do something); to be about to, to be prepared for
پچ پچ		noun	chatter
رل زدن		verb	to enter a relationship
چت کردن		verb	to chat
تلفیق		noun	composition, composite, something put together
درخور		adj	suitable, fitting, appropriate
سنگ صبور		noun	A legendary stone said to listen and react to the stories of sad people.
آتیه		adj	future
درزمال		noun	clothes iron, flatiron
تایم		noun	time
برکندن		verb	to dig up, to dig out
یکنواخت		adj	monotonous, uniform
چانه کسی گرم شدن		verb	to keep talking a lot for a long time
سردرختی		noun	fruit from trees
بستری		adj	hospitalized
در به دری		noun	wandering, going from door to door
قشقرق		noun	dramatic scene, scandal
بامبول		noun	monkey business, trickery, fraud
کرجی		noun	small boat, barge
مادرمرده		adj	whose mother has passed away
سر سوزن		noun	point of a needle
پیشگام		noun	pioneer, trendsetter, harbinger, groundbreaker, trailblazer
شست		noun	thumb
پرتاب		noun	throw, toss, hurl, shot
حفر کردن		verb	to dig
منسجم		adj	coherent, cohesive
صاحب این قلم		noun	I, the writer; used by the author in self-reference.
شفاهی		adj	oral, spoken
متباعد		adj	divergent
دوستکام		noun	beloved
بهارنارنج		noun	orange blossom, flower of the orange tree
خاستگاه		noun	origin, source (e.g. of a phenomenon)
ایفا		noun	fulfillment, discharge
به وقوع پیوستن		verb	to occur, to come into being
نقش بستن		verb	to draw, to sketch
تزکیه		noun	purification, cleansing, sanctification
شهودی		adj	intuitive
تلاقی		noun	intersection, confluence, junction, place of meeting
تزیینی		adj	decorative
تشعیر		noun	decorative marginalia
مدل		noun	model:
نخستی		noun	primate
زل زدن		verb	to stare
کص		noun	filter-avoidance spelling of کس (kus, “cunt, pussy”)
استثنایی		adj	exceptional, outstanding
اغراق کردن		noun	to exaggerate
همه‌گیر		adj	omnipresent, ubiquitous
پاتوق		noun	hangout, haunt; favorite place one goes regularly
رایحه		noun	scent, odor, fragrance
بزرگداشت		noun	commemoration, homage
خیره کردن		verb	to cause to stare:
خطور کردن		verb	to occur, to strike, to come (to mind)
سر رفتن		verb	to go out (for something)
درمسال		noun	dharamshala
اهل هنود		noun	Hindus, especially Hindus in Afghanistan
گودواره		noun	gurdwara
تدخین		noun	fumigation
پتانسیل		noun	potential; potential point
انحلال		noun	dissolution (e.g. of an organization)
معطلی		noun	delay
طفره		noun	evasion, dodging, avoiding
سحرگاهی		noun	suhur
مصنوع		adj	manufactured, crafted
نعل در آتش		noun	"horseshoe in the fire"; restlessness, uneasiness
آریان		noun	Aryan
دسیسه		noun	intrigue, scheme, complot
دارالفنون		noun	university
مستظرف		adj	elegant, fine
صدراعظم		noun	Chancellor
چند و چون		noun	conditions, particulars, facts
درایت		noun	tact, discernment
دگراندیش		noun	dissident, dissenter
کارمزد		noun	wage, commission
تعویض		noun	replacement, exchange
مصرف‌گرایی		noun	consumerism
طراحی کردن		verb	to plan, to design
حراج		noun	sale (discount)
چخه		intj	go away; shoo
فراخور		adj	suitable, fit, suited
بخش‌بندی		noun	segmentation
تنیدگی		noun	tension, being somewhat anxious
منادی		noun	herald
خواهشمند		adj	requesting, asking
استارت		noun	start
ایاب و ذهاب		noun	return, two-way, round-trip
ساماندهی		noun	organization (act of organizing)
تأسی		noun	following the lead of, taking as a model, imitating
اسف		noun	sorrow, grief
تلاطم		noun	choppiness, roughness
ناچیز		adj	insignificant, trifling, trivial
ژنراتور		noun	electrical generator
دلشده		adj	lovesick, enamored
عامه		noun	public, populace, common people
جان نثار		adj	devoted for the sake of someone; nowadays mainly used in taarof phrases.
متناقض		adj	contradictory
صحرایی		adj	desert
زایمان کردن		verb	to give birth
مستمند		adj	afflicted, needy
زرق و برق		noun	garishness, gaudiness
مهراوه		noun	sun temple
ترویج		noun	circulation, propagation, causing to circulate
کباده		noun	bow-like metal equipment used for exercise
مایک		noun	microphone
دزدیده		adj	stolen
وردار		noun	Kashan form of برادر (barâdar)
سقاخانه		noun	traditional public water fountain
شمایل		noun	good qualities, virtues
له له		noun	The sound of a dog panting.
عبادتخانه		noun	place of worship, temple
بهدین		noun	Zoroastrian ("those of the good faith")
هیوادوال		noun	fellow (Afghan) citizen
تقدیم		noun	offering, proffering, dedicating
پرتره		noun	portrait
مژدگانی		noun	gift to someone who brings good news
سنگ تمام گذاشتن		verb	to finish something perfectly (literally, “to lay the finishing stone”)
گزنه		noun	nettle
آتش گرفتن		verb	to catch fire
گسی		noun	dispatching, sending away
زبانه		noun	something resembling a tongue:
خانمان		noun	house and furniture
دسترخوان		noun	tablecloth
هوسکار		noun	amateur, enthusiast, aficionado
هاری		noun	rabies
تزریق		noun	injection
آنفولانزا		noun	influenza
بلاصاحب		adj	ownerless
دهات		noun	countryside; rural area
دهاتی		adj	villager; rural person (as opposed to one who lives in an urban area)
صدد		noun	purpose, intention, design
منطبق		adj	matching, congruent
ابقا		noun	maintaining, retaining (e.g. a position of power)
خنده کردن		verb	synonym of خندیدن (xandidan)
خنده زدن		verb	synonym of خندیدن (xandidan)
دمادم		adj	incessant, at every moment
لالستان		noun	tulip-garden
لاله‌ستان		noun	tulip-garden
بنفشه‌ستان		noun	violet-garden
احداث کردن		verb	to create, to construct
مرغ چمن		noun	nightingale
خویشاوند		noun	relative, kinsman, kinsperson
مرکبات		noun	citrus fruits
فردم		noun	first
اکران		noun	screening
شمولی		adj	universal, inclusive
متمایز		adj	distinguished, distinct
پاندا		noun	panda (both giant and red)
فیزیولوژی		noun	physiology
مغذی		adj	nutritive, relating to nutrition
شکوفه دادن		verb	to blossom, to bloom
بالا آوردن		verb	to throw up, to vomit
لقا		noun	face, visage, countenance
هندواروپایی		adj	Indo-European
هندوایرانی		adj	Indo-Iranian
هندوآریایی		adj	Indo-Aryan
عیاری		noun	slyness, cunning
آقایی		noun	generosity, the personality of a gentleman
ساپورت کردن		verb	to support (various senses)
مدیریت کردن		verb	to manage, to handle effectively
آفتاب مهتاب ندیده		adj	sheltered, naive, innocent
قاطی		adj	mixed, mingled, blended
اکیپ		noun	team, group, gang
فشن		noun	fashion
میل شدن		noun	to be eaten
دلمه		noun	dolma
فلفل‌دلمه‌ای		noun	bell pepper
نهادینه		adj	embedded, institutionalized
محجبه		adj	hijabi, veiled
تعزیر		noun	discretionary punishment
سرسری		adj	ill-advised, unwise
واله		adj	enamored, distraught (e.g. with love)
تنعم		noun	life of luxury
دنج		adj	cozy, snug
تقدیم کردن		verb	to present, to offer
نجوا کردن		verb	to whisper
طراوت		noun	freshness
قلم کردن		verb	to snap in half (as one would snap a reed pen)
زبانزد		adj	celebrated, talk of the town
جیش کردن		verb	to pee
ادرار کردن		verb	to urinate
قرائت		noun	reading (way to read or understand a text)
صیام		noun	fast (period of abstinence)
زیبنده		adj	befitting, becoming (of), suiting
سنگدل		adj	stony, hardhearted, heartless, cruel
پرایوسی		noun	privacy
فست فود		noun	fast food (restaurant)
جامه گلگون		noun	A metonymy for the beloved.
تماتیک		adj	thematic
خانی		noun	khanship
اکسیتان		noun	Occitan (person)
مقدور		adj	predestined
کاتالان		noun	Catalan (person)
کاتالانی		adj	Catalan
اکسیتانی		adj	Occitan
توبال		noun	metal flakes, dross, filings
آخر شدن		verb	to be finished, to come to an end
صرفه‌جویی		noun	thrift, economizing, saving money
گلقند		noun	gulkand (rose petal preserve)
آشام		noun	drink
بردوختن		verb	to sew shut, to stitch
رنجه		noun	suffering, toil
غریق		adj	drowned
به اصطلاح		adv	so-called, supposedly
شاشو		adj	enuretic, bedwetting
علیم		adj	knowledgeable, knowing, learned
رسم کردن		verb	to draw
عیان		adj	obvious, clear
کوپه		noun	coupé
